Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,No,0,Not Graduate,No,15594,5220,128,300,1,Rural,Y
Male,No,1,Not Graduate,Yes,13575,9573,190,360,1,Urban,Y
Female,No,2,Graduate,No,3330,11314,169,300,0,Rural,N
Female,Yes,3,Graduate,No,8262,10240,468,300,0,Semiurban,N
Male,Yes,0,Graduate,No,7501,2466,153,360,0,Urban,N
Female,No,2,Graduate,No,14211,13181,334,180,1,Urban,Y
Female,No,1,Graduate,Yes,13945,5441,58,84,1,Urban,Y
Male,No,0,Graduate,No,9912,13098,157,300,1,Rural,Y
Female,Yes,3,Not Graduate,Yes,19725,12437,395,84,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,15159,4876,137,120,1,Urban,Y
Male,No,1,Graduate,Yes,22390,1615,291,84,0,Rural,N
Male,Yes,2,Not Graduate,No,16991,11531,120,120,0,Urban,Y
Female,No,0,Not Graduate,No,24357,657,91,300,1,Urban,Y
Male,Yes,3,Graduate,Yes,16770,1163,128,360,1,Urban,Y
Female,Yes,2,Not Graduate,No,3393,1902,288,84,0,Semiurban,N
Female,No,0,Graduate,Yes,2935,14899,479,84,0,Rural,N
Male,Yes,3,Not Graduate,Yes,23919,12178,398,300,0,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,16373,1220,137,300,0,Urban,N
Female,No,3,Not Graduate,No,18408,12851,111,120,1,Urban,Y
Male,No,0,Graduate,Yes,12382,1958,428,180,1,Rural,N
Male,No,2,Graduate,Yes,2216,9511,108,120,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,18201,12309,246,360,1,Urban,Y
Female,Yes,0,Graduate,Yes,17278,6245,227,84,1,Urban,Y
Female,No,1,Not Graduate,Yes,5451,4984,260,240,0,Semiurban,N
Female,No,2,Not Graduate,Yes,9440,4472,92,300,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,17694,636,354,84,1,Urban,N
Female,No,3,Graduate,Yes,11752,13854,351,240,1,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,17309,2663,76,300,0,Urban,N
Male,No,0,Graduate,Yes,5105,14572,124,240,1,Urban,Y
Female,Yes,2,Not Graduate,Yes,1694,14657,181,240,0,Rural,N
Female,Yes,2,Not Graduate,Yes,18519,1650,168,360,0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,16988,2117,156,84,1,Urban,Y
Male,Yes,2,Graduate,No,6713,3075,109,300,1,Semiurban,N
Female,No,0,Not Graduate,Yes,1981,11179,483,120,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,13799,13505,77,180,0,Rural,Y
Male,No,0,Not Graduate,Yes,4653,3695,416,120,1,Semiurban,N
Female,No,3,Not Graduate,Yes,19488,14553,401,180,0,Urban,Y
Male,Yes,3,Not Graduate,Yes,4931,14510,255,360,1,Semiurban,Y
Female,Yes,1,Graduate,No,10858,12736,474,240,0,Urban,N
Male,Yes,3,Graduate,Yes,10958,10406,310,240,0,Semiurban,N
Female,Yes,0,Graduate,No,24276,3466,419,120,0,Urban,N
Female,No,2,Not Graduate,Yes,19672,11511,409,360,1,Semiurban,Y
Female,No,3,Graduate,No,22795,10948,298,120,1,Semiurban,Y
Male,Yes,3,Not Graduate,Yes,15519,6158,330,120,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,9058,13577,305,120,1,Rural,Y
Male,Yes,2,Graduate,Yes,3609,14110,67,300,0,Urban,N
Female,Yes,1,Not Graduate,Yes,11542,12153,204,120,1,Urban,Y
Male,Yes,1,Not Graduate,No,7870,6034,132,240,0,Urban,N
Female,Yes,2,Not Graduate,No,5799,1413,290,240,0,Urban,N
Female,No,2,Graduate,Yes,3637,1947,219,360,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,21780,3498,259,120,1,Rural,Y
Female,No,3,Not Graduate,No,13085,6839,355,84,0,Urban,N
Female,Yes,0,Graduate,No,1723,11425,425,84,1,Semiurban,N
Female,Yes,2,Graduate,No,4377,1483,409,240,1,Urban,N
Male,No,3,Not Graduate,No,13474,1571,288,300,0,Urban,N
Male,Yes,2,Not Graduate,No,15941,5840,278,300,0,Semiurban,N
Female,Yes,0,Not Graduate,No,14390,9600,464,300,1,Rural,Y
Male,No,0,Graduate,Yes,24386,14572,199,120,1,Urban,Y
Male,No,1,Graduate,Yes,11114,9071,137,240,0,Urban,N
Female,Yes,3,Not Graduate,Yes,15199,3221,79,120,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,14859,14644,94,180,1,Rural,Y
Female,Yes,1,Graduate,Yes,7072,14426,359,240,1,Semiurban,Y
Female,No,1,Not Graduate,No,10461,9480,71,360,1,Urban,Y
Female,No,2,Not Graduate,Yes,2457,1354,400,180,0,Semiurban,N
Female,No,3,Graduate,No,21397,13435,338,300,1,Semiurban,Y
Female,Yes,2,Graduate,No,13162,12490,362,84,1,Urban,Y
Male,No,1,Graduate,No,13042,9391,232,84,1,Semiurban,Y
Male,No,1,Graduate,Yes,2897,10376,363,84,0,Semiurban,N
Male,No,0,Graduate,No,2904,13463,175,240,1,Semiurban,Y
Female,No,1,Graduate,Yes,22810,5672,446,84,0,Rural,N
Female,Yes,1,Graduate,Yes,21050,2072,119,180,0,Urban,N
Male,No,2,Graduate,Yes,20293,5350,274,360,0,Rural,N
Male,Yes,3,Graduate,No,7664,12149,156,120,0,Semiurban,N
Female,No,3,Not Graduate,Yes,6774,2626,317,120,0,Rural,N
Male,No,3,Graduate,Yes,2326,1687,488,360,0,Urban,N
Male,Yes,2,Not Graduate,Yes,7445,13610,364,360,1,Urban,Y
Female,Yes,0,Not Graduate,No,10693,1261,244,120,1,Semiurban,N
Female,Yes,3,Graduate,Yes,11521,8597,416,84,0,Semiurban,N
Female,No,3,Not Graduate,No,12008,11058,293,84,0,Urban,N
Male,No,3,Graduate,Yes,7213,6089,266,360,1,Semiurban,N
Female,No,3,Graduate,Yes,3053,12807,209,240,0,Semiurban,N
Male,No,3,Not Graduate,Yes,9058,5679,329,240,0,Rural,N
Male,No,3,Not Graduate,No,14238,13643,364,360,0,Semiurban,Y
Male,Yes,1,Not Graduate,No,5735,10313,94,120,1,Rural,Y
Male,Yes,1,Graduate,No,19559,12646,465,240,1,Semiurban,Y
Male,No,0,Graduate,Yes,16893,9927,264,120,0,Urban,N
Male,No,0,Not Graduate,Yes,8744,14120,202,120,0,Semiurban,N
Female,No,3,Graduate,Yes,11039,8200,366,120,0,Urban,N
Female,Yes,0,Graduate,Yes,8965,4302,179,360,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,5125,9966,85,240,1,Rural,Y
Female,No,3,Not Graduate,No,19736,3180,199,360,0,Semiurban,N
Male,No,2,Not Graduate,Yes,5760,13434,243,300,1,Semiurban,Y
Female,Yes,0,Not Graduate,Yes,21344,3262,301,300,0,Urban,N
Female,No,2,Not Graduate,Yes,17573,12593,138,120,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,23479,7771,114,240,1,Urban,Y
Female,Yes,0,Not Graduate,No,18781,4213,408,84,0,Semiurban,N
Female,Yes,1,Not Graduate,No,23805,6272,297,180,0,Semiurban,Y
Male,No,2,Not Graduate,Yes,24647,10024,335,180,0,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,16258,13773,371,240,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,8696,5702,407,360,1,Semiurban,N
Female,Yes,3,Not Graduate,No,18117,12476,195,84,1,Urban,Y
Female,No,2,Graduate,No,14589,10779,136,360,0,Urban,Y
Female,Yes,2,Not Graduate,Yes,12729,7879,473,360,1,Rural,Y
Female,No,0,Graduate,Yes,14731,987,250,360,1,Urban,N
Male,No,3,Graduate,No,4045,2730,267,300,1,Urban,N
Female,No,1,Not Graduate,No,3521,5270,468,300,1,Rural,N
Female,Yes,2,Not Graduate,Yes,19022,1882,297,300,0,Urban,N
Female,No,1,Graduate,Yes,5349,4687,498,120,0,Semiurban,N
Male,Yes,3,Graduate,No,7618,2852,357,300,1,Rural,N
Male,Yes,3,Not Graduate,No,7495,6723,138,84,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,23502,11870,284,84,0,Urban,Y
Male,No,1,Graduate,Yes,16384,10418,397,360,1,Urban,Y
Male,No,2,Not Graduate,Yes,17097,14358,240,360,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,13933,7847,170,240,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,14704,8382,295,360,1,Urban,Y
Female,Yes,1,Not Graduate,No,24543,11883,153,360,0,Semiurban,Y
Male,No,0,Graduate,Yes,19099,12616,488,180,0,Rural,Y
Male,No,0,Not Graduate,Yes,15769,5222,153,120,1,Urban,Y
Female,Yes,3,Not Graduate,No,15248,10104,96,240,1,Rural,Y
Male,No,0,Graduate,Yes,17677,3803,477,180,1,Rural,Y
Male,Yes,1,Graduate,Yes,3992,5427,178,120,0,Semiurban,N
Male,No,0,Not Graduate,No,14666,4275,107,300,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,21011,1674,336,240,1,Urban,Y
Male,Yes,3,Graduate,Yes,8969,3394,381,360,1,Semiurban,N
Male,No,2,Not Graduate,No,16298,13042,139,240,0,Rural,Y
Male,Yes,0,Not Graduate,No,23692,8288,219,120,0,Semiurban,Y
Female,No,1,Not Graduate,Yes,20363,7560,72,300,1,Rural,Y
Female,No,1,Graduate,No,7239,9202,322,240,0,Urban,N
Male,No,2,Not Graduate,No,11069,105,64,360,0,Urban,N
Male,No,0,Graduate,Yes,11447,4107,402,300,1,Rural,N
Female,No,3,Not Graduate,Yes,2748,13039,479,240,1,Urban,Y
Female,Yes,0,Graduate,No,2642,11473,126,360,1,Urban,Y
Female,No,3,Graduate,No,12068,5220,140,84,0,Semiurban,N
Female,Yes,3,Not Graduate,No,19346,3539,189,360,0,Urban,N
Female,No,1,Not Graduate,Yes,16505,8064,329,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,15730,10918,254,84,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,20171,14585,294,300,1,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,19960,5541,161,240,1,Semiurban,Y
Female,No,0,Graduate,Yes,10496,2491,359,84,0,Semiurban,N
Male,Yes,2,Graduate,Yes,5410,11280,229,360,0,Urban,N
Female,No,3,Graduate,No,22889,3771,153,84,1,Rural,Y
Male,Yes,3,Graduate,No,9383,3866,422,240,1,Semiurban,N
Male,No,2,Not Graduate,Yes,19451,14372,382,180,0,Rural,Y
Female,No,1,Graduate,Yes,13093,12245,123,300,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,10823,1036,488,120,1,Urban,N
Female,No,1,Not Graduate,No,22719,472,353,240,1,Semiurban,Y
Male,No,1,Not Graduate,No,7990,6937,183,120,1,Rural,Y
Female,No,0,Not Graduate,No,2369,7538,420,180,0,Urban,N
Female,Yes,2,Graduate,No,21041,8472,156,120,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,22897,2635,383,360,1,Rural,Y
Female,Yes,1,Graduate,Yes,24307,9270,393,240,0,Urban,Y
Female,No,2,Graduate,No,17395,7670,239,240,1,Rural,Y
Female,No,0,Not Graduate,Yes,13368,9405,157,300,1,Urban,Y
Male,Yes,2,Graduate,Yes,17277,8728,113,240,1,Urban,Y
Female,No,1,Graduate,No,5479,8592,201,300,0,Semiurban,N
Female,Yes,3,Not Graduate,No,2925,1876,106,84,0,Urban,N
Female,No,2,Graduate,No,2212,13357,309,120,0,Rural,N
Female,Yes,3,Graduate,Yes,14055,622,408,360,1,Rural,N
Female,No,0,Graduate,No,11970,1702,263,240,1,Rural,N
Female,Yes,0,Not Graduate,No,8309,2303,358,84,0,Urban,N
Female,Yes,1,Not Graduate,No,23818,1609,407,180,0,Rural,N
Female,Yes,1,Not Graduate,Yes,21491,10981,311,180,1,Semiurban,Y
Male,No,0,Graduate,Yes,20102,3808,165,180,0,Rural,N
Male,No,3,Graduate,No,18301,5840,462,240,1,Semiurban,Y
Male,No,3,Not Graduate,No,23447,9856,117,240,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,21521,9409,362,120,0,Rural,Y
Male,No,2,Graduate,No,18066,8131,224,180,0,Rural,N
Female,No,0,Not Graduate,No,21215,6210,126,360,1,Urban,Y
Female,Yes,2,Graduate,Yes,20694,12156,261,84,0,Rural,Y
Male,Yes,2,Not Graduate,Yes,3467,10949,461,240,0,Semiurban,N
Female,No,1,Graduate,No,4127,13492,245,300,0,Urban,N
Male,No,2,Not Graduate,Yes,3715,12921,354,180,0,Semiurban,N
Male,No,3,Not Graduate,No,24436,1000,398,84,0,Rural,N
Female,No,0,Not Graduate,Yes,15314,792,456,180,0,Urban,N
Female,No,1,Graduate,Yes,23130,5977,304,84,1,Urban,Y
Female,No,0,Graduate,Yes,2802,3093,162,360,0,Urban,N
Female,Yes,3,Graduate,Yes,16458,6842,451,120,0,Semiurban,N
Female,Yes,0,Graduate,Yes,12247,4296,472,120,0,Urban,N
Male,Yes,0,Not Graduate,No,24480,1134,94,360,1,Semiurban,Y
Male,No,2,Graduate,Yes,5684,14846,396,240,0,Rural,N
Male,Yes,2,Graduate,No,6500,10214,218,300,0,Urban,N
Male,No,0,Not Graduate,Yes,22591,10337,67,120,1,Urban,Y
Female,No,2,Not Graduate,No,12525,499,205,300,0,Rural,N
Male,No,0,Graduate,Yes,9414,800,286,180,0,Rural,N
Male,No,2,Graduate,No,21938,7534,447,120,1,Urban,Y
Male,No,3,Not Graduate,Yes,9940,12993,415,360,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,19827,6904,170,300,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,16074,14909,112,360,0,Urban,Y
Female,Yes,2,Not Graduate,Yes,24737,14879,252,360,1,Rural,Y
Female,No,0,Not Graduate,Yes,9739,8269,317,84,1,Urban,Y
Male,Yes,0,Graduate,Yes,13865,5631,352,180,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,15978,14453,260,360,0,Urban,Y
Female,Yes,1,Graduate,Yes,10398,9508,135,360,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,8218,7864,262,360,1,Semiurban,N
Male,Yes,2,Not Graduate,No,2253,119,198,240,1,Rural,N
Male,No,2,Graduate,Yes,3302,6661,207,240,0,Rural,N
Male,Yes,2,Graduate,No,3664,11491,405,300,0,Urban,N
Female,No,1,Graduate,No,10201,13966,290,180,1,Semiurban,Y
Female,No,3,Graduate,Yes,7718,5213,58,180,0,Urban,N
Female,Yes,0,Graduate,Yes,18180,660,304,240,0,Urban,N
Female,No,2,Not Graduate,Yes,14993,11296,223,180,1,Rural,Y
Female,No,2,Not Graduate,No,15250,11760,380,180,1,Semiurban,Y
Male,No,0,Graduate,Yes,22635,4755,308,240,0,Semiurban,N
Female,Yes,0,Graduate,Yes,18464,10800,479,360,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,16096,4429,435,180,0,Semiurban,N
Female,Yes,2,Not Graduate,No,22342,14292,293,84,0,Semiurban,Y
Female,Yes,3,Graduate,Yes,18507,1903,356,240,1,Semiurban,Y
Male,No,0,Not Graduate,No,7526,5902,474,300,1,Semiurban,N
Male,Yes,1,Not Graduate,No,22774,8463,222,360,0,Rural,Y
Male,No,0,Not Graduate,No,23225,3256,99,120,0,Semiurban,Y
Male,No,1,Graduate,No,23884,10844,438,240,0,Semiurban,Y
Male,Yes,2,Graduate,Yes,14659,6300,249,120,1,Rural,Y
Male,Yes,2,Graduate,No,12908,4691,119,240,0,Rural,N
Male,Yes,1,Graduate,No,4983,9437,89,240,0,Urban,N
Male,No,0,Not Graduate,No,13760,4059,144,300,0,Urban,N
Female,Yes,1,Graduate,No,10124,1591,149,360,1,Rural,N
Female,Yes,2,Graduate,No,3945,1600,226,240,0,Urban,N
Male,Yes,0,Not Graduate,Yes,12846,1049,489,180,0,Semiurban,N
Male,Yes,3,Graduate,No,23608,14125,269,120,1,Semiurban,Y
Female,No,0,Graduate,Yes,8760,11056,77,360,0,Rural,N
Female,Yes,1,Graduate,Yes,2191,2155,427,240,0,Semiurban,N
Male,Yes,3,Not Graduate,No,18523,10138,356,300,0,Rural,N
Female,No,2,Not Graduate,No,11231,59,369,84,0,Urban,N
Female,Yes,2,Not Graduate,Yes,5865,2047,149,360,1,Semiurban,N
Female,Yes,2,Graduate,No,20346,983,245,240,0,Semiurban,N
Male,No,2,Not Graduate,Yes,2246,9378,270,360,0,Urban,N
Male,Yes,1,Graduate,Yes,19196,11960,199,240,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,4380,1778,234,360,1,Semiurban,N
Female,No,3,Not Graduate,No,24612,11298,52,360,1,Rural,Y
Male,No,1,Graduate,No,24682,9011,397,84,0,Semiurban,Y
Female,No,0,Not Graduate,Yes,18493,350,298,84,1,Semiurban,Y
Male,No,2,Graduate,Yes,7587,8875,399,300,1,Urban,N
Male,No,1,Graduate,Yes,14389,7618,299,240,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,11869,5954,254,84,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,7856,5247,294,240,0,Rural,N
Male,Yes,2,Not Graduate,No,17892,6635,93,240,0,Semiurban,Y
Female,Yes,2,Not Graduate,No,14150,7217,349,240,0,Semiurban,N
Male,No,2,Graduate,Yes,21927,12960,87,120,0,Semiurban,Y
Male,No,2,Graduate,No,10992,2533,329,240,0,Urban,N
Male,Yes,1,Not Graduate,Yes,16895,12801,105,300,1,Rural,Y
Female,Yes,2,Graduate,No,4116,5526,307,120,0,Semiurban,N
Male,No,3,Not Graduate,Yes,15172,13772,229,240,0,Urban,Y
Male,No,0,Graduate,No,20906,8886,380,300,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,15346,10045,222,240,0,Rural,N
Male,Yes,2,Not Graduate,No,7075,13882,54,84,0,Urban,N
Male,No,0,Graduate,No,18175,14057,354,180,0,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,6844,14322,122,180,1,Rural,Y
Male,No,3,Graduate,No,12057,2580,457,360,1,Rural,N
Male,Yes,0,Not Graduate,Yes,19657,10984,269,240,0,Urban,Y
Female,No,2,Not Graduate,Yes,22768,9862,434,180,1,Rural,Y
Male,Yes,0,Graduate,No,13759,10019,336,240,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,15493,8058,314,84,1,Urban,Y
Female,Yes,0,Graduate,Yes,24550,14987,219,300,1,Rural,Y
Male,No,2,Not Graduate,Yes,14392,4117,100,300,1,Semiurban,Y
Male,Yes,2,Graduate,No,15121,1075,397,300,0,Urban,N
Male,No,1,Graduate,Yes,19087,13454,74,300,1,Semiurban,Y
Female,No,3,Not Graduate,No,15656,12191,157,300,0,Urban,Y
Male,Yes,1,Not Graduate,Yes,3266,8932,189,120,1,Urban,Y
Male,Yes,0,Graduate,Yes,15193,12804,405,120,0,Semiurban,N
Male,Yes,1,Graduate,No,10436,7069,341,120,1,Urban,Y
Female,No,3,Graduate,Yes,16995,5863,454,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,4822,9088,73,240,0,Rural,N
Male,Yes,1,Graduate,No,2524,12092,319,180,1,Semiurban,N
Female,No,1,Graduate,Yes,17133,1136,463,300,0,Semiurban,N
Male,No,0,Graduate,No,3387,1311,211,180,1,Urban,N
Female,No,1,Graduate,No,14054,5943,392,240,0,Urban,N
Male,Yes,0,Not Graduate,No,19939,7357,379,240,0,Urban,N
Female,No,1,Not Graduate,No,2689,4636,407,120,0,Urban,N
Female,Yes,0,Graduate,Yes,19091,910,311,120,0,Semiurban,N
Female,No,3,Not Graduate,Yes,9155,7549,184,240,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,8664,4040,62,120,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,5948,98,105,180,0,Urban,N
Male,Yes,3,Graduate,Yes,21000,9553,282,120,0,Urban,Y
Female,Yes,1,Graduate,Yes,14236,1074,403,84,1,Urban,N
Male,Yes,2,Graduate,No,3221,4432,101,240,0,Rural,N
Female,Yes,0,Graduate,Yes,20633,4733,328,360,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,17244,2338,347,180,0,Urban,N
Male,No,2,Graduate,Yes,14749,3035,200,84,1,Rural,N
Male,Yes,2,Graduate,Yes,18969,3598,201,120,0,Urban,N
Male,No,1,Graduate,No,6546,6699,89,360,0,Rural,N
Male,No,2,Graduate,Yes,19981,1914,487,300,0,Semiurban,N
Female,No,1,Graduate,Yes,23203,13184,411,240,0,Urban,Y
Female,No,0,Graduate,Yes,11553,14611,124,240,1,Urban,Y
Male,Yes,1,Graduate,No,14687,7867,463,180,1,Urban,Y
Male,Yes,0,Graduate,No,24135,4246,474,300,1,Semiurban,Y
Male,Yes,0,Graduate,Yes,12579,13061,173,360,0,Rural,Y
Female,No,1,Graduate,Yes,19803,5334,486,84,0,Rural,N
Male,Yes,1,Not Graduate,Yes,19852,10805,477,300,1,Urban,Y
Female,No,1,Not Graduate,Yes,20620,5234,245,180,1,Rural,Y
Male,Yes,3,Graduate,No,16451,14517,237,180,1,Rural,Y
Female,No,3,Not Graduate,No,14765,4267,358,180,0,Rural,N
Female,Yes,1,Graduate,No,13908,13081,124,240,0,Semiurban,Y
Female,Yes,3,Not Graduate,No,24884,5483,260,180,0,Semiurban,Y
Male,No,2,Graduate,No,5916,14482,161,120,0,Rural,N
Female,No,3,Graduate,Yes,5702,6402,403,120,1,Rural,N
Female,No,1,Not Graduate,No,17076,6458,453,360,0,Urban,N
Male,No,1,Not Graduate,Yes,3332,30,229,180,0,Semiurban,N
Female,Yes,3,Not Graduate,No,7244,12344,423,240,0,Rural,N
Male,Yes,0,Graduate,Yes,9361,3802,174,120,1,Rural,Y
Male,Yes,3,Not Graduate,No,22428,3512,494,180,0,Rural,N
Female,No,2,Graduate,No,4457,457,432,360,1,Semiurban,N
Female,No,0,Graduate,No,15899,3283,368,300,1,Rural,Y
Male,No,1,Graduate,No,8029,13610,416,240,1,Semiurban,Y
Male,No,0,Not Graduate,No,16119,11417,196,84,0,Urban,Y
Male,No,2,Graduate,Yes,10300,6191,321,120,1,Semiurban,N
Male,No,2,Not Graduate,Yes,21477,13846,407,360,1,Urban,Y
Female,No,2,Not Graduate,No,11627,8498,285,300,1,Rural,Y
Male,Yes,0,Not Graduate,No,21142,9808,146,180,0,Rural,Y
Male,Yes,2,Graduate,No,21451,7563,121,180,0,Urban,Y
Female,Yes,3,Graduate,No,1526,10853,256,360,1,Rural,N
Female,Yes,0,Not Graduate,No,6020,10268,314,180,1,Rural,Y
Female,Yes,2,Not Graduate,Yes,12374,2,79,240,0,Rural,N
Female,No,1,Graduate,No,20451,8036,293,360,0,Rural,N
Male,Yes,1,Not Graduate,No,5463,2347,420,300,0,Rural,N
Male,No,0,Not Graduate,No,24934,8425,71,120,0,Semiurban,Y
Male,No,1,Not Graduate,Yes,3988,5708,74,360,1,Semiurban,N
Female,Yes,1,Not Graduate,Yes,21877,9558,492,180,1,Rural,Y
Female,No,2,Not Graduate,Yes,11960,10323,430,180,0,Semiurban,N
Female,No,0,Not Graduate,Yes,3067,11065,474,120,0,Urban,N
Female,No,1,Not Graduate,No,5798,11974,216,300,0,Urban,N
Male,Yes,2,Graduate,No,2656,1514,81,240,1,Semiurban,N
Female,No,1,Graduate,Yes,2915,10899,205,84,1,Semiurban,N
Male,No,2,Graduate,No,4700,4183,274,240,1,Rural,N
Female,No,1,Not Graduate,No,20136,13927,141,84,1,Semiurban,Y
Male,No,1,Not Graduate,No,18825,8426,423,120,0,Rural,N
Female,No,2,Graduate,No,18401,11112,182,120,1,Rural,Y
Female,No,3,Not Graduate,Yes,11321,7956,450,84,0,Rural,N
Female,Yes,3,Graduate,No,16525,10232,139,84,0,Rural,Y
Male,Yes,1,Graduate,Yes,17301,2336,384,360,1,Urban,Y
Female,No,0,Graduate,No,24035,2105,144,300,0,Urban,Y
Female,No,3,Not Graduate,Yes,2165,9418,172,180,0,Rural,N
Female,Yes,0,Graduate,Yes,11590,10261,331,240,1,Urban,Y
Female,Yes,0,Graduate,Yes,3480,2155,396,84,0,Urban,N
Male,Yes,2,Graduate,No,17938,4598,86,360,1,Rural,Y
Male,No,3,Graduate,Yes,15142,8669,343,180,1,Urban,Y
Male,Yes,0,Not Graduate,Yes,2823,1724,350,360,1,Semiurban,N
Male,No,0,Not Graduate,No,11912,1887,488,120,1,Semiurban,N
Male,Yes,1,Graduate,No,11161,5544,251,300,0,Rural,N
Male,No,1,Graduate,No,15802,13836,440,300,1,Urban,Y
Female,No,1,Not Graduate,Yes,22530,10887,105,300,0,Urban,Y
Male,No,3,Not Graduate,No,16739,10288,87,300,0,Rural,Y
Male,No,3,Graduate,Yes,23583,8278,143,84,0,Urban,Y
Female,No,2,Graduate,Yes,6875,262,149,120,1,Urban,N
Female,No,2,Not Graduate,No,5799,5384,403,300,1,Semiurban,N
Male,No,3,Not Graduate,No,4790,8679,303,240,0,Rural,N
Female,No,1,Graduate,No,3981,963,427,180,1,Semiurban,N
Female,Yes,3,Not Graduate,No,6501,661,127,84,1,Urban,N
Male,No,1,Graduate,No,12775,11819,285,84,1,Rural,Y
Male,Yes,2,Graduate,No,2892,482,454,360,1,Semiurban,N
Female,No,2,Not Graduate,No,14715,3871,483,240,0,Semiurban,N
Female,Yes,0,Not Graduate,No,19574,12649,446,360,0,Urban,Y
Male,No,3,Not Graduate,Yes,2568,14161,280,120,0,Urban,N
Male,Yes,0,Not Graduate,No,7284,8883,309,300,1,Urban,N
Female,Yes,3,Graduate,No,12662,2221,92,120,1,Rural,Y
Male,No,0,Not Graduate,Yes,2524,3769,331,240,1,Urban,N
Male,No,2,Graduate,Yes,16041,10205,204,300,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,23780,11657,357,240,1,Rural,Y
Female,No,2,Not Graduate,Yes,4603,4745,292,120,0,Rural,N
Male,No,0,Graduate,Yes,8621,5526,468,360,0,Semiurban,N
Male,Yes,1,Not Graduate,No,18902,8443,208,120,0,Semiurban,N
Male,Yes,1,Graduate,No,17744,10371,420,180,1,Rural,Y
Female,No,1,Graduate,No,22417,11889,59,84,0,Urban,Y
Male,No,3,Not Graduate,Yes,3837,10505,321,180,1,Rural,N
Male,No,0,Not Graduate,Yes,16090,765,415,360,1,Rural,N
Female,Yes,0,Not Graduate,No,14110,14472,295,300,0,Urban,Y
Male,Yes,1,Not Graduate,No,2071,4698,293,360,0,Urban,N
Male,No,1,Graduate,Yes,2483,14677,421,240,1,Urban,Y
Male,No,2,Not Graduate,No,4102,2944,435,180,0,Urban,N
Male,No,1,Graduate,Yes,21025,13499,439,300,1,Urban,Y
Female,No,1,Graduate,Yes,4173,11018,78,240,0,Urban,N
Female,No,2,Not Graduate,Yes,20091,8564,274,300,1,Rural,Y
Male,Yes,2,Not Graduate,No,13961,8032,376,180,1,Urban,Y
Female,No,3,Graduate,Yes,2384,14089,214,120,0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,17921,12594,133,240,1,Semiurban,Y
Female,No,1,Not Graduate,No,10386,1082,350,120,0,Semiurban,N
Female,No,1,Not Graduate,Yes,16545,8023,113,240,0,Urban,Y
Male,Yes,2,Not Graduate,Yes,2042,8813,417,180,1,Rural,N
Female,No,0,Graduate,Yes,14950,9974,293,180,1,Rural,Y
Male,No,1,Graduate,Yes,20221,10831,441,120,0,Urban,Y
Male,Yes,3,Not Graduate,No,8045,5916,263,84,1,Urban,N
Male,Yes,2,Graduate,No,18567,3032,100,120,0,Semiurban,N
Male,No,2,Graduate,Yes,18300,13054,356,240,1,Semiurban,Y
Male,Yes,2,Graduate,Yes,12646,3003,108,120,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,9684,10110,106,360,1,Urban,Y
